Society_latitude,Society_longitude,Homeland_latitude_of_diasporic_peoples,Homeland_longitude_of_diasporic_peoples,Area_latitude,Area_longitude,Region,Division,Subregion,Area,society,alternative_names,People,People_alternative_names,People2,People3,Preindustrial_Style_clusters,Focal_years,Koppen_climate_terrain,Koppen_code,Preindustrial_Subsistence_taxon,Taxon_id,cantometrics_samplesize,minutage_samplesize,parlametrics_samplesize,phonotactics_samplesize,Language,ISO6393,GlottoID,LevelGlottoID,LangLevParent,FamilyLevGlottocode,Country,Country_id,society_id,C_cid,M_cid,P_cid,Ph_cid,Ch_cid,EA_Prov_name,EA_Prov_#,Culture_Wiki,Society_summary,Notes_1,Notes_2,Culture Sources,"Priority_ranking_for_further_review (see worksheet ""Societies_ranked_for_review"")",HOW WELL WAS THE SOCIETY CHECKED BY KK?,KK_warning_or_question,ADMIN_NOTES_on_how_language_and_D-PLACE_matches_were_assigned,default_DPL_soc_id,default_DPL_PrefName,default_DPL_OrigName,xd_id_1,total_DPLACE_soc_w_xd_id,eHRAF_soc_w_xd_id?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,Does_GJB_id_match_multiple_xd_ids,default_DPL_soc_id_2,default_DPL_PrefName_2,default_DPL_OrigName_2,xd_id_2,total_DPLACE_soc_w_xd_id_2,eHRAF_soc_w_xd_id_2?,eHRAF_OWC,eHRAF_OWC_Name,eHRAF_SubOWC_in_DPLACE,eHRAF_SubOWC_Name_in_DPLACE,eHRAF_subOWC_FINAL_STATUS_2021,STATUS_JULY_31_2021,language match checked by KK,D-PLACE match checked by KK,KK_ISSUE
6.91,37.23,,,7.09,40.04,Africa,East Africa,Horn of Africa,"Oromia, Ethiopia",Bale Oromo,Oromo,Oromo Lowland E Cushites,,,East African Peoples,African Pastoralists,1972,Semi Arid Steppe Hot,BSh,,,1,,,,Nuclear Oromo,,nucl1736,family,NA_ASSIGN_ONCE_FAMILY-LEVEL_GLOTTOCODE_IS_RESOLVED,afro1255,Ethiopia,,11490,11490,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottonucl1736 @WikiOromo,10,NOT CHECKED AND THE LANGUAGE MATCH IS AT THE FAMILY LEVEL (TOO COARSE),0,NOT CHECKED BY KK; NOTE THAT THE GJB LANGUAGE MATCH IN EARLY 2021 WAS AT THE FAMILY LEVEL (TOO COARSE FOR AUTOMATIC MATCHING),NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK; NOTE_FAMILY-LEVEL_LANG_MATCH_NEEDS_REVIEW,FAMILY-LEVEL_MATCH_TO_REVIEW,NOT_CHECKED_BY_KK,
5.64,37.36,,,6.67,36.31,Africa,East Africa,Horn of Africa,"Southern Nations, Nationalities & People Region, S W Ethiopia",Gidole,"Gardulla, Dirashe",Lowland E Cushites,,,East African Peoples,Tropical Gardeners,1965,Tropical Savannah,Aw,,,1,,,,Dirasha,ISO 639-3: gdl,dira1242,language,dira1242,afro1255,Ethiopia,,15890,15890,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottodira1242 @Ethnogdl @WikiGidole,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
5.71,36.11,,,6.67,36.31,Africa,East Africa,Horn of Africa,"Southern Nations, Nationalities & People Region, S W Ethiopia",Mursi,Mun,Surmic Peoples,,,East African Peoples,Tropical Gardeners,1971-87,Tropical Savannah,Aw,,,1,,,,Mursi,ISO 639-3: muz,murs1242,language,murs1242,surm1244,Ethiopia,,21951,21951,,,,21951,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottomurs1242 @Ethnomuz @WikiMursi,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
-18.89,47.53,,,-13.5,48.99,Africa,East Africa,Indian Ocean Islands,Madagascar N Coastal Lowlands,Antankarana,Ambilobe,Coastal Malagasy Peoples,,Coastal Malagasy Peoples,East African Peoples,Tropical Gardeners,1939,Tropical Savannah,Aw,,,1,,,,Antankarana Malagasy,ISO 639-3: xmv,anta1255,language,anta1255,aust1307,Madagascar,,10445,10445,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoanta1255 @Ethnoxmv @WikiAntankarana,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
-23.72,44.38,,,-17.12,44.54,Africa,East Africa,Indian Ocean Islands,Madagascar W Coastal Lowlands,Masikoro,,Sakalava People,,Coastal Malagasy Peoples,East African Peoples,Tropical Gardeners,1966,Semi Arid Steppe Hot,BSh,,,1,,,,Masikoro Malagasy,,masi1268,language,masi1268,aust1307,Madagascar,,62572,62572,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiMasikoro @Glottomasi1268,,,,,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,
22.19,36.33,,,22,35,Africa,East Africa,Nile Valley,Atbai Desert,Bishari,al-Bishāriyyah; al-Bishāriyyīn; Oobshaari; Bisharin; Bicharin,Beja Cushites,,,East African Peoples,African Pastoralists,1958,Warm Desert,BWh,,,1,,,,Bisharin,,bish1251,dialect,beja1238,afro1255,Egypt; Sudan,,62569,62569,,,,,Beja,43,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiBishariTribe @Glottobish1251,,,,,Ca5,Bisharin,Bisharin (Ca5),xd453,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,
35,-4,,,31.52,-6.85,Africa,Northern Africa,Maghreb,"Atlas Mountains, Morocco",Riffians,Irifiyen; Riyafa; Rwafa,Atlas Berbers,,Berbers,North African Peoples,Old Eurasia,,Warm Mediterranean,Csa,PA-Middle East,scfal1183,1,,1,,Tarifiyt-Beni-Iznasen-Eastern Middle Atlas Berber,,tari1263,language,tari1263,afro1255,Morocco,,30150,30150,,30150,,,Mountain and Coastal Berbers,48,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiRiffians @Glottotari1263 @Lomax1971-72Parlametrics,11,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Cd3,Riffians,Riffians (Cd3),xd521,2,Yes,MX03,Berbers of Morocco,MX03,Berbers of Morocco,MX03_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
29.26,0.23,,,29.35,0.39,Africa,Northern Africa,Maghreb,"Gourara Reg, C Algeria",Sudanese Gourara,,Sudanese Nilotes,,Nilotic Peoples,North African Peoples,Old Eurasia,1975,Warm Desert,BWh,PA-Middle East,,1,,,,Sud Oranais-Gourara,,tazn1238,language,tazn1238,afro1255,Algeria,,26195,26195,,,,,,,,"The Tuareg are Berbers who live as semi-nomadic pastoralists in Adrar des Iforas, southern Algeria and Gourara, Timimoun in northern and central Algeria. Historically they once controlled the caravan trade routes across the Sahara. Their economy is based on breeding livestock, agriculture, growing mostly sugarcane and cotton, and trade. They still practice their indigenous religion, believing that most spirits are evil and cause illness. Spirits, called jinn, are believed to play tricks on people who travel the desert. Tuareg women have great freedom and participate in family and tribal decisions and do not wear veils. Their myths speak of female ancestors who founded their traditions which are expressed through traditional music, poetry, and song performed and danced by men and women. In one traditional dance, men on camels circle women who play drums and chant.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottotazn1238,10,FAIRLY WELL,0,"NOTE: Song metadata states that the recording was made in Algeria by descendants of Sudanian slaves, singing in the 'Kouriya' language. No record of this language is found in Glottolog. A blog post, citing a paper by Rachid Bouchemit, 1951 (""Le Kouriya du Gourara"") says: 'Kouriya', it turns out, was the general-purpose name given locally to any Black African language - 'L'unité du terme cache la pluralité des idiomes: Haoussa, Bambra, Foullan, Mouchi, Songhai, Bornou, Boubou, Gouroungou, Minka, Sarnou, Nourma, Kanembou, Karkawi, etc...' (http://lughat.blogspot.com/2010/09/kouriya.html).",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_FAIRLY_WELL,DONE,DONE,
-32.26,28.5,,,-32.26,28.5,Africa,Southern Africa,Coastal Southern Africa,"Gcalekaland, Eastern Cape Prov, South Africa",Gcaleka Xhosa,umGcaleka; amaGcaleka,Nguni S Bantu,,Nguni Peoples,Southern African Peoples,Tropical Gardeners,1957,Humid Subtropical Oceanic Highland,Cwb,,,1,,,,Xhosa,ISO 639-3: xho,geal1238,dialect,xhos1239,atla1278,South Africa,,28810,28810,,,,,,,wiki,,"Previously this society was named ""Xhosa."" In September 2021, it was renamed ""Gcaleka Xhosa"" and language changed to geal1238 based on the liner notes of the songs associated with this society.",,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiXhosa @Glottogeal1238 @Ethnoxho,10,VERY WELL,"SEE CORRECTIONS TAB FOR SUGGESTIONS RE: SONG ID REASSIGNMENT, DELETION","For now, I will match all GJB 26797, 28810, 28821 to the EA society Ab11 Xhosa, as not enough information is given on foci. (see KK_Issue31)",NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,SEE_CORRECTION,SEE_CORRECTIONS_TAB,Issue31
-30.92,28.98,,,-30.92,28.98,Africa,Southern Africa,Coastal Southern Africa,"KwaBhaca, Eastern Cape Prov, South Africa",Bhaca,amaBhaca; Zelemu; AbakwaZelemu,Nguni S Bantu,,Nguni Peoples,Southern African Peoples,Tropical Gardeners,1957,"Temperate Oceanic, Humid Subtropical Oceanic Highland","Cfb, Cwb",,,1,1,,,Bhaca,,bhac1238,dialect,xhos1239,atla1278,South Africa,,62564,62564,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottobhac1238 @WikiBhaca @Lomax1966-72Minutage,,,,,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,
-11.78,37.41,,,-14.05,31.33,Africa,Southern Africa,E Southern Africa,Malawi/ Mozambique/ Tanzania/ Zambia/ Zimbabwe,Ngoni Zulu,,Nguni S Bantu,,Nguni Peoples,Southern African Peoples,Tropical Gardeners,1957,"Humid Subtropical, Tropical Savanna","Cwa, Aw",AH-Savannah,scfal897,1,,,,Tanzania-Mozambique Ngoni,,ngon1269,language,ngon1269,atla1278,Malawi; Mozambique; Tanzania; Zambia,,22573,22573,,,,,Southeastern Bantu,3,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiNgoni @Glottongon1269,10,FAIRLY WELL,0,GIS,Ac9,Ngoni,Ngoni (Ac9),xd75,1,Yes,FR05,Ngoni,FR05,Ngoni,FR05_NO_2021_NON_DIGITIZED_FICHE_ONLY,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Checked_w_GIS,DONE,DONE,
-31.67,27.98,,,-31.6,28.96,Africa,Southern Africa,E Southern Africa,"Thembuland, Eastern Cape Prov, South Africa",Thembu Xhosa,Tembu,Nguni S Bantu,,Nguni Peoples,Southern African Peoples,Tropical Gardeners,1957,Temperate Oceanic,Cfb,,,1,,,,Thembu,ISO 639-3: xho,them1241,dialect,xhos1239,atla1278,South Africa,,26797,26797,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @WikiThembu @Glottothem1241,10,VERY WELL,SEE CORRECTIONS TAB FOR SUGGESTIONS RE: SONG ID REASSIGNMENT,GIS; see KK_Issue31 on Corrections sheet re: Xhosa reorganization. (see KK_Issue31),NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,SEE_CORRECTION,SEE_CORRECTIONS_TAB,Issue31
6.46,0.81,,,6.97,1.14,Africa,West Africa,Benin/ Ghana/ Togo,S W Benin/ S E Ghana/ S Togo,Ewe,Eʋe; Eʋeawó,Gbe Peoples,,,West & Central African Peoples,Tropical Gardeners,,Tropical Savannah,Aw,AH-Tropical Forest,scfal739,1,,1,,Ewe,ISO 639-3: ewe,ewee1241,language,ewee1241,atla1278,Ghana,,30163,30163,,30163,,,Slave Coast,19,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottoewee1241 @Ethnoewe @WikiEwe @Lomax1971-72Parlametrics,10,"WELL, BUT GIS MAPS NOT USED",0,Match based on name,Af36,Ewe,Ewe (Af36),xd215,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
8.97,0.82,,,10.7,0.99,Africa,West Africa,Benin/ Togo,N W Benin/ N Togo,Kabiyé,Kabiye; Cabrai; Kabiemba; Kabrema; Kabye,Gur Peoples,,,West & Central African Peoples,Tropical Gardeners,1948,Tropical Savannah,Aw,AH-Sudan,scfal635,1,,,,Kabiyé,ISO 639-3: kbp,kabi1261,language,kabi1261,atla1278,Togo,,17755,17755,,,,17755,Upper Volta,27,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottokabi1261 @Ethnokbp @WikiKabye,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match in GJB corresponds to that assigned by matched D-PLACE society; assume correct.,Ag49,Kabre,Kabre (Ag49),xd287,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
7.94,-1.02,,,5.55,-0.26,Africa,West Africa,Ghana,Ghana Coast,Ghana: Urban,Ghanaian,Akan Peoples,,Tano Peoples,West & Central African Peoples,Tropical Gardeners,1963,Tropical Savannah,Aw,AH-Waterside,,1,,,,Akan,ISO 639-3: aka,akan1250,language,akan1250,atla1278,Ghana,,15868,15868,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoakan1250 @Ethnoaka @WikiAccra,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
16.87,-24.98,,,15.76,-23.89,Africa,West Africa,Macaronesia,Cape Verde,Cape Verde,Cabo Verdeans,Cape Verdean Creole,,,West & Central African Peoples,Old Eurasia,1992,Warm Desert,BWh,,,1,,,,Kabuverdianu,ISO 639-3: kea,kabu1256,language,kabu1256,indo1319,Cape Verde,,62402,62402,,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokabu1256 @Ethnokea @WikiCapeVerde,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
9.99,8.82,,,9.03,9.47,Africa,West Africa,Nigeria,"Plateau State, C Nigerian Plateau",Angas,Ngas,Angas Chadic Peoples,,Chadic Peoples,West & Central African Peoples,Tropical Gardeners,1966,Tropical Savannah,Aw,AH-Sudan,scfal591,1,,,,Ngas,ISO 639-3: anc,ngas1240,language,ngas1240,afro1255,Nigeria,,10649,10649,,,,,Jos Plateau,29,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottongas1240 @Ethnoanc @WikiAnga,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Ah16,Angas,Angas (Ah16),xd305,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
7.23,-8.25,,,7.31,-8.34,Africa,West Africa,S W West Africa,Ivory Coast/ N E Liberia,Dan,Dan,Eastrn Mandé,,Mandé Peoples,West & Central African Peoples,Tropical Gardeners,1954,Tropical Savannah,Aw,AH-Sudan,scfal616,1,,,,Dan,ISO 639-3: daf,dann1241,language,dann1241,mand1469,Ivory Coast; Liberia,,15929,15929,,,,15929,Mande,24,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottodann1241 @Ethnodaf @WikiGio,10,"WELL, BUT GIS MAPS NOT USED",0,Match based on name,Af50,Dan,Dan (Af50),xd231,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,Prelim_check_GIS_not_used,DONE,DONE,
5.87,-8.93,,,6.69,-9.71,Africa,West Africa,S W West Africa,Liberia,Kru,,Kru,,Volta Congo Peoples,West & Central African Peoples,Tropical Gardeners,1954,Monsoon,Am,AH-Sudan,scfal648,1,,,,Klao,,klao1243,language,klao1243,atla1278,Liberia,,19086,19086,,,,,Grain Coast,21,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiKru @Glottoklao1243,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Af48,Kru,Kru (Af48),xd228,1,no,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match,No_HRAF_match_NA_NO_HRAF_MATCH,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
6.92,-9.96,,,7.55,-8.49,Africa,West Africa,S W West Africa,S Guinea/ N W Ivory Coast/ C Liberia,Kpelle,Guerze; Kpwesi; Sprd; Mpessi; Berlu; Gizima,Western Mandé,,Mandé Peoples,West & Central African Peoples,Tropical Gardeners,1954,Monsoon,Am,AH-Sudan,scfal646,1,,,,Liberia Kpelle,,libe1247,language,libe1247,mand1469,Guinea; Liberia,,19053,19053,,,,,Grain Coast,21,wiki,,,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @WikiKpelle @Glottolibe1247,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,D-PLACE match based on name; language from D-PLACE match,Af15,Kpelle,Kpelle (Af15),xd192,1,Yes,FD06,Kpelle,FD06,Kpelle,FD06_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_match; language_assigned_based_on_D-PLACE_match,DONE,DONE,
-14.14,133.01,,,-14.96,133.23,Australia,Northern Territory,Arnhem Land,Roper R Reg,Jawoyn,Djauan; Tjauen; Djouan; Djauun; Jawin; Chau-an; Tweinbol; Adowen; Djawin; Djawun; Djauwung; Charmong,Gunwinyguan Peoples,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1948,Tropical Savannah,Aw,,,1,1,,1,Jawoyn,ISO 639-3: djn,djau1244,language,djau1244,gunw1250,Australia,,30067,30067,30067,,,,,,wiki,"The Jawoyn live in a remote area in the Northern Territory, home of Aboriginal rock art dating back thousands of years. Mining brought contact with Europeans in 1913. Their labor was exploited, but later a deal was negotiated with the mining company allowing mining in exchange for hiring Aboriginal workers, providing scholarships, and promoting tourism.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottodjau1244 @Ethnodjn @WikiJawoyn @Lomax1966-72Minutage @Lomax1961-62Phonotactics,10,VERY WELL,0,Language match based on society name and/or lat/lon data; No D-PLACE match identified by KK,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,DONE,DONE,
-14.52,132.86,,,-14.96,133.23,Australia,Northern Territory,Arnhem Land,Roper R Reg,Rembarrnga,Barunga; Rembarunga; Kaltuy; Rainbargo; Rembarranga; Rembarrnga; Rembarrunga; Barung; Beswick Creek Settlement; ,Gunwinyguan Peoples,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1961-62,Tropical Savannah,Aw,,,1,,,4,Rembarrnga,ISO 639-3: rmb,remb1249,language,remb1249,gunw1250,Australia,,30076,30076,,,30076,,,,wiki,"The Rembarrnga, otherwise known as the Rembarunga, are an indigenous Australian people of the Northern Territory. The Rembarunga are a small aboriginal community who, after Europeans came, worked in the mines of Maranboy. When the mines closed in 1945 the community moved away, but returned when the government developed the area by building housing and schools and creating employment opportunities, including the beginnings of a peanut farm.",,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottoremb1249 @Ethnormb @WikiRembarrnga @Lomax1961-62Phonotactics,10,VERY WELL,0,Language match based on society name and/or lat/lon data; No D-PLACE match identified by KK,NONE,NONE,NONE,NONE,NONE,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,CHECKED_INTENSIVELY,DONE,DONE,
-12.34,133.34,,,-11.59,133.58,Australia,Northern Territory,Coastal & Island West Arnhem,Arafura Sea,Gunbalang,Gunbarlang; Kunbarlang; Warlang; Gambalang; Gunbulan; Gunbalanya,Goulburn Islanders,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1948,Tropical Savannah,Aw,,,1,1,,,Kunbarlang,ISO 639-3: wlg,kunb1251,language,kunb1251,gunw1250,Australia,,30068,30068,30068,,,,,,wiki,,,,@Lomax1989Cantometrics @Koppen2006UpdatedWorldMap @Glottokunb1251 @Ethnowlg @WikiGambalang @Lomax1966-72Minutage,10,NOT CHECKED BY KK,0,NOT CHECKED BY KK,NOT CHECKED BY KK,,,,,,,,,,,,,,,,,,,,,,,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,NOT_CHECKED_BY_KK,
-11.63,130.96,,,-11.59,133.58,Australia,Northern Territory,Coastal & Island West Arnhem,Arafura Sea,Tunuvivi,Tiwi; Wongak; Nimara,Tiwi Islanders,,,Indigenous Australians,Circum-Pacific Hunter/ Foragers,1948,Tropical Savannah,Aw,C-Australia,scfal18,1,,1,,Tiwi,ISO 639-3: tiw,tiwi1244,language,tiwi1244,ISOLATE_tiwi1244,Australia,,30077,30077,,30077,,,Tropical Australia,108,wiki,"For the Tiwi people, music has built and played an important part of their live features. They sing regarding many important aspects of their lives, as well as cooking, family, hunting, nature and the Australian outback. Their land has been passed down from generation to generation and plays crucial part of their lives; they sing songs about the land praising and expresing their appreciation and love towards it. The Tunuvivi people of the Tiwi Islands in the Arafura Sea live by hunting, fishing, agriculture, native arts, and tourism. Their creation stories place them living on the islands as far back as 7,000 years. Tiwi art includes woodcarvings of birds from Tiwi mythology. Each bird has different meanings: some predict monsoon rains, others warn of cyclones or death.",,,@Murdock1999EA @Murdock1968WorldSamplingProvinces @Lomax1989Cantometrics @ArensbergLomax1977Subsistence @Koppen2006UpdatedWorldMap @Glottotiwi1244 @Ethnotiw @WikiTiwi @Lomax1971-72Parlametrics,10,AUTOMATED NAME CHECK ONLY (SOCIETY/LANGUAGE NAMES),0,Language match in GJB corresponds to that assigned by matched D-PLACE society; assume correct.,Id3,Tiwi,Tiwi (Id3),xd778,3,Yes,OI20,Tiwi,OI20,Tiwi,OI20_GOOD,No,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,D-PLACE_GJB_society_names_AND_languages_match,DONE,DONE,
